x,y
-1.4870661763731883,-1.4870661763731883
1.353748887335332,1.353748887335332
-1.0205504850031644,-1.0205504850031644
1.5358037912846096,1.5358037912846096
-0.709540024089815,-0.709540024089815
0.9555037849462871,0.9555037849462871
1.088252152409302,1.088252152409302
0.44347436758894365,0.44347436758894365
-1.5022374183689615,-1.5022374183689615
1.1375586888955647,1.1375586888955647
-0.39473675267752234,-0.39473675267752234
-1.0888210739841435,-1.0888210739841435
-0.9674511380179583,-0.9674511380179583
-1.4908589868721316,-1.4908589868721316
-1.6084361123393736,-1.6084361123393736
1.7633724212212067,1.7633724212212067
0.5345018195635824,0.5345018195635824
1.0161887529293796,1.0161887529293796
1.5964887592677022,1.5964887592677022
0.39037502060373763,0.39037502060373763
1.8430214416990158,1.8430214416990158
0.33348286311958836,0.33348286311958836
-1.1950197679545553,-1.1950197679545553
0.11729266467982112,0.11729266467982112
-1.3467321879122869,-1.3467321879122869
-0.5616204146310269,-0.5616204146310269
0.3789965891069078,0.3789965891069078
0.5193305775678093,0.5193305775678093
-0.47817858365427457,-0.47817858365427457
1.528218170286723,1.528218170286723
1.114801825901905,1.114801825901905
-0.9977936220095046,-0.9977936220095046
-0.6374766246098925,-0.6374766246098925
1.1830724148828842,1.1830724148828842
1.008603131931493,1.008603131931493
-1.1115779369778032,-1.1115779369778032
0.5307090090646391,0.5307090090646391
0.39416783110268094,0.39416783110268094
-0.7133328345887583,-0.7133328345887583
1.0844593419103588,1.0844593419103588
1.2816854878554096,1.2816854878554096
-0.23923152222084765,-0.23923152222084765
-0.44404328916378505,-0.44404328916378505
-0.026834134280023698,-0.026834134280023698
-0.9409014645253554,-0.9409014645253554
-0.9067661700348658,-0.9067661700348658
-1.187434146956669,-1.187434146956669
1.5092541177920067,1.5092541177920067
-0.9977936220095046,-0.9977936220095046
-1.0015864325084478,-1.0015864325084478
-0.26578119571345066,-0.26578119571345066
-0.1026903442588894,-0.1026903442588894
0.3296900526206451,0.3296900526206451
-1.3694890509059465,-1.3694890509059465
-0.3416374056923163,-0.3416374056923163
-0.7285040765845314,-0.7285040765845314
0.7924129334917258,0.7924129334917258
-1.7146348063097854,-1.7146348063097854
0.5269161985656959,0.5269161985656959
-1.5780936283478273,-1.5780936283478273
-0.4516289101616716,-0.4516289101616716
-0.09131191276205954,-0.09131191276205954
1.1716939833860542,1.1716939833860542
0.7089711025149735,0.7089711025149735
-1.016757674504221,-1.016757674504221
0.8189626069843289,0.8189626069843289
-0.7474681290792479,-0.7474681290792479
0.43588874659105703,0.43588874659105703
0.2955547581301555,0.2955547581301555
0.5003665250730929,0.5003665250730929
0.7962057439906691,0.7962057439906691
-0.0040772712863639884,-0.0040772712863639884
-0.8195315285591702,-0.8195315285591702
-1.6729138908214094,-1.6729138908214094
1.126180257398735,1.126180257398735
0.1741848221639704,0.1741848221639704
1.4827044442994037,1.4827044442994037
1.3840913713268783,1.3840913713268783
-0.7322968870834747,-0.7322968870834747
-0.49334982565004776,-0.49334982565004776
